# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Nov 30 10:00:55 2018
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN pl_facility:    Discovery Facility
#
loc_rowid	pl_hostname	pl_letter	pl_name	pl_discmethod	pl_orbper	st_dist	st_teff	pl_facility
3055	Kepler-641	b	Kepler-641 b	Transit	9.48961571	673.00	5713.00	Kepler
3056	Kepler-642	b	Kepler-642 b	Transit	4.41745855	1022.00	6570.00	Kepler
3057	Kepler-643	b	Kepler-643 b	Transit	16.33889626	1029.00	4908.00	Kepler
3058	Kepler-644	b	Kepler-644 b	Transit	3.17391710	1413.00	6747.00	Kepler
3059	Kepler-645	b	Kepler-645 b	Transit	3.27582262	901.00	6170.00	Kepler
3060	Kepler-646	b	Kepler-646 b	Transit	15.87364565	513.00	5634.00	Kepler
3061	Kepler-647	b	Kepler-647 b	Transit	16.22546490	789.00	6020.00	Kepler
3062	Kepler-648	b	Kepler-648 b	Transit	17.42117490	665.00	5741.00	Kepler
3063	Kepler-649	b	Kepler-649 b	Transit	29.90722674	525.00	5871.00	Kepler
3064	Kepler-65	b	Kepler-65 b	Transit	2.15491000	291.00	6211.00	Kepler
3065	Kepler-65	c	Kepler-65 c	Transit	5.85994400	291.00	6211.00	Kepler
3066	Kepler-65	d	Kepler-65 d	Transit	8.13123000	291.00	6211.00	Kepler
3067	Kepler-650	b	Kepler-650 b	Transit	3.03214559	805.00	5849.00	Kepler
3068	Kepler-651	b	Kepler-651 b	Transit	21.38521506	537.00	5522.00	Kepler
3069	Kepler-652	b	Kepler-652 b	Transit	4.18200253	423.00	5490.00	Kepler
3070	Kepler-653	b	Kepler-653 b	Transit	14.70748976	593.00	5665.00	Kepler
3071	Kepler-653	c	Kepler-653 c	Transit	0.90037648	593.00	5665.00	Kepler
3072	Kepler-654	b	Kepler-654 b	Transit	13.72465129	661.00	5865.00	Kepler
3073	Kepler-655	b	Kepler-655 b	Transit	46.40633580	783.00	6170.00	Kepler
3074	Kepler-656	b	Kepler-656 b	Transit	1.26025909	867.00	5281.00	Kepler
3075	Kepler-657	b	Kepler-657 b	Transit	24.54350418	1244.00	5808.00	Kepler
3076	Kepler-658	b	Kepler-658 b	Transit	1.28707676	341.00	4103.00	Kepler
3077	Kepler-659	b	Kepler-659 b	Transit	17.67179600	688.00	4870.00	Kepler
3078	Kepler-66	b	Kepler-66 b	Transit	17.81581500	1107.00	5962.00	Kepler
3079	Kepler-660	b	Kepler-660 b	Transit	9.27358194	564.00	4779.00	Kepler
3080	Kepler-661	b	Kepler-661 b	Transit	6.02930132	558.00	4483.00	Kepler
3081	Kepler-662	b	Kepler-662 b	Transit	21.67697486	641.00	4897.00	Kepler
3082	Kepler-663	b	Kepler-663 b	Transit	4.99678284	1030.00	5264.00	Kepler
3083	Kepler-664	b	Kepler-664 b	Transit	2.52559332	1386.00	5754.00	Kepler
3084	Kepler-665	b	Kepler-665 b	Transit	16.01310205	651.00	4913.00	Kepler
3085	Kepler-666	b	Kepler-666 b	Transit	4.49876092	1330.00	5887.00	Kepler
3086	Kepler-667	b	Kepler-667 b	Transit	41.43962808	907.00	5327.00	Kepler
3087	Kepler-668	b	Kepler-668 b	Transit	8.35390639	877.00	5352.00	Kepler
3088	Kepler-669	b	Kepler-669 b	Transit	4.12554687	1778.00	6038.00	Kepler
3089	Kepler-67	b	Kepler-67 b	Transit	15.72590000	1107.00	5331.00	Kepler
3090	Kepler-670	b	Kepler-670 b	Transit	2.81650485	980.00	5709.00	Kepler
3091	Kepler-671	b	Kepler-671 b	Transit	4.28095859	1139.00	5624.00	Kepler
3092	Kepler-672	b	Kepler-672 b	Transit	38.37746230	1011.00	5627.00	Kepler
3093	Kepler-673	b	Kepler-673 b	Transit	3.72873109	978.00	5355.00	Kepler
3094	Kepler-674	b	Kepler-674 b	Transit	2.24338185	302.00	4192.00	Kepler
3095	Kepler-675	b	Kepler-675 b	Transit	2.33743801	651.00	4945.00	Kepler
3096	Kepler-676	b	Kepler-676 b	Transit	11.59822172	243.00	3701.00	Kepler
3097	Kepler-677	b	Kepler-677 b	Transit	6.57531678	1180.00	5723.00	Kepler
3098	Kepler-678	b	Kepler-678 b	Transit	7.27503724	875.00	5520.00	Kepler
3099	Kepler-679	b	Kepler-679 b	Transit	12.39358604	968.00	5403.00	Kepler
3100	Kepler-68	b	Kepler-68 b	Transit	5.39876000	135.00	5793.00	Kepler
3101	Kepler-68	c	Kepler-68 c	Transit	9.60504000	135.00	5793.00	Kepler
3102	Kepler-68	d	Kepler-68 d	Radial Velocity	625.00000000	135.00	5793.00	W. M. Keck Observatory
3103	Kepler-680	b	Kepler-680 b	Transit	3.68992629	1342.00	5890.00	Kepler
3104	Kepler-681	b	Kepler-681 b	Transit	26.39435646	666.00	5021.00	Kepler
3105	Kepler-682	b	Kepler-682 b	Transit	12.61190667	951.00	5559.00	Kepler
3106	Kepler-683	b	Kepler-683 b	Transit	2.53918318	976.00	5703.00	Kepler
3107	Kepler-684	b	Kepler-684 b	Transit	6.77030201	1066.00	5493.00	Kepler
3108	Kepler-685	b	Kepler-685 b	Transit	1.62552220	1145.00	5963.00	Kepler
3109	Kepler-686	b	Kepler-686 b	Transit	1.59474546	1203.00	5649.00	Kepler
3110	Kepler-687	b	Kepler-687 b	Transit	20.50586978	628.00	4841.00	Kepler
3111	Kepler-688	b	Kepler-688 b	Transit	3.89593684	1247.00	5715.00	Kepler
3112	Kepler-689	b	Kepler-689 b	Transit	22.36656079	1044.00	5518.00	Kepler
3113	Kepler-69	b	Kepler-69 b	Transit	13.72234100	584.00	5638.00	Kepler
3114	Kepler-69	c	Kepler-69 c	Transit	242.46130000	584.00	5638.00	Kepler
3115	Kepler-690	b	Kepler-690 b	Transit	7.74809437	1653.00	5913.00	Kepler
3116	Kepler-691	b	Kepler-691 b	Transit	8.11437900	239.00	3715.00	Kepler
3117	Kepler-692	b	Kepler-692 b	Transit	21.81293494	1000.00	5440.00	Kepler
3118	Kepler-693	b	Kepler-693 b	Transit	15.37563332	1002.00	4881.00	Kepler
3119	Kepler-694	b	Kepler-694 b	Transit	6.36584161	1023.00	5700.00	Kepler
3120	Kepler-695	b	Kepler-695 b	Transit	3.04033042	620.00	5181.00	Kepler
3121	Kepler-696	b	Kepler-696 b	Transit	4.19042557	1285.00	5903.00	Kepler
3122	Kepler-697	b	Kepler-697 b	Transit	3.70987065	1091.00	5513.00	Kepler
3123	Kepler-698	b	Kepler-698 b	Transit	16.32976218	1135.00	5612.00	Kepler
3124	Kepler-699	b	Kepler-699 b	Transit	27.80756293	888.00	5330.00	Kepler
3125	Kepler-7	b	Kepler-7 b	Transit	4.88548920	907.00	5933.00	Kepler
3126	Kepler-700	b	Kepler-700 b	Transit	80.87206390	1061.00	5692.00	Kepler
3127	Kepler-701	b	Kepler-701 b	Transit	10.35533177	755.00	5343.00	Kepler
3128	Kepler-702	b	Kepler-702 b	Transit	10.52629406	892.00	5419.00	Kepler
3129	Kepler-703	b	Kepler-703 b	Transit	4.58352176	1482.00	6185.00	Kepler
3130	Kepler-704	b	Kepler-704 b	Transit	3.76182115	1054.00	5616.00	Kepler
3131	Kepler-705	b	Kepler-705 b	Transit	56.05605380	251.00	3722.00	Kepler
3132	Kepler-706	b	Kepler-706 b	Transit	41.40831347	810.00	5394.00	Kepler
3133	Kepler-707	b	Kepler-707 b	Transit	2.23749275	626.00	5099.00	Kepler
3134	Kepler-708	b	Kepler-708 b	Transit	3.16789194	1241.00	5692.00	Kepler
3135	Kepler-709	b	Kepler-709 b	Transit	16.08524954	668.00	5071.00	Kepler
3136	Kepler-710	b	Kepler-710 b	Transit	4.34728553	919.00	5611.00	Kepler
3137	Kepler-711	b	Kepler-711 b	Transit	23.58914398	664.00	5222.00	Kepler
3138	Kepler-712	b	Kepler-712 b	Transit	21.02247699	944.00	5148.00	Kepler
3139	Kepler-712	c	Kepler-712 c	Transit	226.89047000	944.00	5148.00	Kepler
3140	Kepler-713	b	Kepler-713 b	Transit	7.41114100	1003.00	5785.00	Kepler
3141	Kepler-714	b	Kepler-714 b	Transit	8.09888799	1460.00	5995.00	Kepler
3142	Kepler-715	b	Kepler-715 b	Transit	10.00652995	1214.00	5871.00	Kepler
3143	Kepler-716	b	Kepler-716 b	Transit	10.37168453	675.00	5099.00	Kepler
3144	Kepler-717	b	Kepler-717 b	Transit	4.40840023	1126.00	5485.00	Kepler
3145	Kepler-718	b	Kepler-718 b	Transit	2.05234990	1520.00	6191.00	Kepler
3146	Kepler-719	b	Kepler-719 b	Transit	5.00731778	1427.00	5777.00	Kepler
3147	Kepler-720	b	Kepler-720 b	Transit	4.70832654	880.00	5618.00	Kepler
3148	Kepler-721	b	Kepler-721 b	Transit	5.39202539	848.00	5075.00	Kepler
3149	Kepler-722	b	Kepler-722 b	Transit	4.09357325	1375.00	5863.00	Kepler
3150	Kepler-722	c	Kepler-722 c	Transit	105.14474900	1375.00	5863.00	Kepler
3151	Kepler-723	b	Kepler-723 b	Transit	4.08227507	965.00	5539.00	Kepler
3152	Kepler-724	b	Kepler-724 b	Transit	3.31494634	862.00	5437.00	Kepler
3153	Kepler-725	b	Kepler-725 b	Transit	39.64317811	778.00	5363.00	Kepler
3154	Kepler-726	b	Kepler-726 b	Transit	21.80451088	838.00	5452.00	Kepler
3155	Kepler-727	b	Kepler-727 b	Transit	5.15448442	892.00	5441.00	Kepler
3156	Kepler-728	b	Kepler-728 b	Transit	5.74347727	1236.00	5660.00	Kepler
3157	Kepler-729	b	Kepler-729 b	Transit	3.16635371	1271.00	5633.00	Kepler
3158	Kepler-730	b	Kepler-730 b	Transit	6.49168426	1455.00	5726.00	Kepler
3159	Kepler-731	b	Kepler-731 b	Transit	3.85560355	1311.00	5849.00	Kepler
3160	Kepler-732	b	Kepler-732 b	Transit	9.46781405	150.00	3631.00	Kepler
3161	Kepler-732	c	Kepler-732 c	Transit	0.89304124	150.00	3631.00	Kepler
3162	Kepler-733	b	Kepler-733 b	Transit	20.83424726	980.00	5418.00	Kepler
3163	Kepler-734	b	Kepler-734 b	Transit	6.10485286	553.00	5326.00	Kepler
3164	Kepler-735	b	Kepler-735 b	Transit	11.51516988	790.00	5107.00	Kepler
3165	Kepler-736	b	Kepler-736 b	Transit	3.60147201	1007.00	5217.00	Kepler
3166	Kepler-737	b	Kepler-737 b	Transit	28.59915399	195.00	3813.00	Kepler
3167	Kepler-738	b	Kepler-738 b	Transit	24.58721573	992.00	5327.00	Kepler
3168	Kepler-739	b	Kepler-739 b	Transit	12.53248465	1128.00	5601.00	Kepler
3169	Kepler-74	b	Kepler-74 b	Transit	7.34071100	1330.00	6000.00	Kepler
3170	Kepler-740	b	Kepler-740 b	Transit	3.58410122	1262.00	5438.00	Kepler
3171	Kepler-741	b	Kepler-741 b	Transit	7.03902374	1530.00	6129.00	Kepler
3172	Kepler-742	b	Kepler-742 b	Transit	8.36086824	499.00	4642.00	Kepler
3173	Kepler-743	b	Kepler-743 b	Transit	3.17926292	258.00	5486.00	Kepler
3174	Kepler-744	b	Kepler-744 b	Transit	12.06222443	486.00	5594.00	Kepler
3175	Kepler-745	b	Kepler-745 b	Transit	9.93143556	1199.00	5849.00	Kepler
3176	Kepler-746	b	Kepler-746 b	Transit	3.48159251	450.00	5418.00	Kepler
3177	Kepler-747	b	Kepler-747 b	Transit	35.61760587	855.00	5096.00	Kepler
3178	Kepler-748	b	Kepler-748 b	Transit	7.40742793	1271.00	5934.00	Kepler
3179	Kepler-749	b	Kepler-749 b	Transit	17.31716585	753.00	5009.00	Kepler
3180	Kepler-75	b	Kepler-75 b	Transit	8.88491160	1140.00	5200.00	Kepler
3181	Kepler-750	b	Kepler-750 b	Transit	9.42887179	1181.00	6160.00	Kepler
3182	Kepler-750	c	Kepler-750 c	Transit	4.08899022	1181.00	6160.00	Kepler
3183	Kepler-751	b	Kepler-751 b	Transit	17.44490636	748.00	5387.00	Kepler
3184	Kepler-752	b	Kepler-752 b	Transit	18.82747265	1075.00	5373.00	Kepler
3185	Kepler-753	b	Kepler-753 b	Transit	5.74772501	278.00	4346.00	Kepler
3186	Kepler-754	b	Kepler-754 b	Transit	14.55962370	1192.00	5935.00	Kepler
3187	Kepler-755	b	Kepler-755 b	Transit	1.26909037	368.00	5043.00	Kepler
3188	Kepler-755	c	Kepler-755 c	Transit	2.85313364	368.00	5043.00	Kepler
3189	Kepler-756	b	Kepler-756 b	Transit	1.22486632	852.00	5282.00	Kepler
3190	Kepler-757	b	Kepler-757 b	Transit	1.02267882	1016.00	6014.00	Kepler
3191	Kepler-758	b	Kepler-758 b	Transit	12.10971040	1353.00	6228.00	Kepler
3192	Kepler-758	c	Kepler-758 c	Transit	4.75793986	1353.00	6228.00	Kepler
3193	Kepler-758	d	Kepler-758 d	Transit	20.49661970	1353.00	6228.00	Kepler
3194	Kepler-758	e	Kepler-758 e	Transit	8.19347190	1353.00	6228.00	Kepler
3195	Kepler-759	b	Kepler-759 b	Transit	41.80598500	892.00	5860.00	Kepler
3196	Kepler-76	b	Kepler-76 b	Orbital Brightness Modulation	1.54492980	844.00	6409.00	Kepler
3197	Kepler-760	b	Kepler-760 b	Transit	8.70419416	782.00	5322.00	Kepler
3198	Kepler-760	c	Kepler-760 c	Transit	2.46697439	782.00	5322.00	Kepler
3199	Kepler-761	b	Kepler-761 b	Transit	10.12804789	867.00	5706.00	Kepler
3200	Kepler-762	b	Kepler-762 b	Transit	3.77055210	1465.00	5944.00	Kepler
3201	Kepler-763	b	Kepler-763 b	Transit	1.19655156	902.00	5166.00	Kepler
3202	Kepler-764	b	Kepler-764 b	Transit	7.33683936	1013.00	5557.00	Kepler
3203	Kepler-765	b	Kepler-765 b	Transit	27.66552260	1000.00	5901.00	Kepler
3204	Kepler-766	b	Kepler-766 b	Transit	6.10027804	1614.00	5992.00	Kepler
3205	Kepler-767	b	Kepler-767 b	Transit	161.52801010	1185.00	5694.00	Kepler
3206	Kepler-768	b	Kepler-768 b	Transit	11.39100250	795.00	5108.00	Kepler
3207	Kepler-769	b	Kepler-769 b	Transit	7.42608998	1362.00	6186.00	Kepler
3208	Kepler-769	c	Kepler-769 c	Transit	15.98701740	1362.00	6186.00	Kepler
3209	Kepler-77	b	Kepler-77 b	Transit	3.57878087	570.00	5520.00	Kepler
3210	Kepler-770	b	Kepler-770 b	Transit	18.92540274	761.00	5598.00	Kepler
3211	Kepler-770	c	Kepler-770 c	Transit	1.47532231	761.00	5598.00	Kepler
3212	Kepler-770	d	Kepler-770 d	Transit	4.15244722	761.00	5598.00	Kepler
3213	Kepler-771	b	Kepler-771 b	Transit	8.73485836	1000.00	5906.00	Kepler
3214	Kepler-772	b	Kepler-772 b	Transit	12.99207337	689.00	5714.00	Kepler
3215	Kepler-773	b	Kepler-773 b	Transit	3.74910006	528.00	5850.00	Kepler
3216	Kepler-774	b	Kepler-774 b	Transit	11.08957230	1190.00	6403.00	Kepler
3217	Kepler-775	b	Kepler-775 b	Transit	0.97486893	400.00	5468.00	Kepler
3218	Kepler-776	b	Kepler-776 b	Transit	4.89718784	727.00	5071.00	Kepler
3219	Kepler-777	b	Kepler-777 b	Transit	5.72812599	383.00	4043.00	Kepler
3220	Kepler-778	b	Kepler-778 b	Transit	3.75574426	899.00	5102.00	Kepler
3221	Kepler-779	b	Kepler-779 b	Transit	7.09714223	224.00	3804.00	Kepler
3222	Kepler-78	b	Kepler-78 b	Transit	0.35501000	124.36	5089.00	Kepler
3223	Kepler-780	b	Kepler-780 b	Transit	0.67737516	520.00	5769.00	Kepler
3224	Kepler-781	b	Kepler-781 b	Transit	13.21407320	1036.00	5162.00	Kepler
3225	Kepler-782	b	Kepler-782 b	Transit	158.68533080	412.00	5867.00	Kepler
3226	Kepler-783	b	Kepler-783 b	Transit	4.29264638	544.00	5521.00	Kepler
3227	Kepler-784	b	Kepler-784 b	Transit	31.59226460	604.00	5674.00	Kepler
3228	Kepler-785	b	Kepler-785 b	Transit	1.97376093	666.00	4739.00	Kepler
3229	Kepler-786	b	Kepler-786 b	Transit	53.52934870	512.00	4838.00	Kepler
3230	Kepler-787	b	Kepler-787 b	Transit	0.92831050	468.00	4248.00	Kepler
3231	Kepler-788	b	Kepler-788 b	Transit	8.39846269	1649.00	6159.00	Kepler
3232	Kepler-789	b	Kepler-789 b	Transit	8.63847725	915.00	5870.00	Kepler
3233	Kepler-79	b	Kepler-79 b	Transit	13.48450000	995.00	6174.00	Kepler
3234	Kepler-79	c	Kepler-79 c	Transit	27.40290000	995.00	6174.00	Kepler
3235	Kepler-79	d	Kepler-79 d	Transit	52.09020000	995.00	6174.00	Kepler
3236	Kepler-79	e	Kepler-79 e	Transit	81.06590000	995.00	6174.00	Kepler
3237	Kepler-790	b	Kepler-790 b	Transit	13.73469807	727.00	5208.00	Kepler
3238	Kepler-791	b	Kepler-791 b	Transit	14.55397590	1447.00	6383.00	Kepler
3239	Kepler-792	b	Kepler-792 b	Transit	11.30119217	1205.00	5971.00	Kepler
3240	Kepler-793	b	Kepler-793 b	Transit	4.24153639	794.00	5745.00	Kepler
3241	Kepler-794	b	Kepler-794 b	Transit	11.13125132	763.00	5839.00	Kepler
3242	Kepler-795	b	Kepler-795 b	Transit	29.61934210	458.00	5631.00	Kepler
3243	Kepler-796	b	Kepler-796 b	Transit	6.40087618	377.00	5475.00	Kepler
3244	Kepler-797	b	Kepler-797 b	Transit	27.07237711	752.00	5680.00	Kepler
3245	Kepler-798	b	Kepler-798 b	Transit	13.71933369	1085.00	6224.00	Kepler
3246	Kepler-799	b	Kepler-799 b	Transit	133.46052350	1029.00	5681.00	Kepler
3247	Kepler-8	b	Kepler-8 b	Transit	3.52249910	1330.00	6213.00	Kepler
3248	Kepler-80	b	Kepler-80 b	Transit	7.05246000	357.00	4540.00	Kepler
3249	Kepler-80	c	Kepler-80 c	Transit	9.52355000	357.00	4540.00	Kepler
3250	Kepler-80	d	Kepler-80 d	Transit	3.07222000	357.00	4540.00	Kepler
3251	Kepler-80	e	Kepler-80 e	Transit	4.64489000	357.00	4540.00	Kepler
3252	Kepler-80	f	Kepler-80 f	Transit	0.98678730	357.00	4540.00	Kepler
3253	Kepler-80	g	Kepler-80 g	Transit	14.64558000	357.00	4540.00	Kepler
3254	Kepler-800	b	Kepler-800 b	Transit	14.13176026	1049.00	5315.00	Kepler
3255	Kepler-801	b	Kepler-801 b	Transit	11.41928253	419.00	4435.00	Kepler
3256	Kepler-802	b	Kepler-802 b	Transit	40.05874730	828.00	5507.00	Kepler
3257	Kepler-803	b	Kepler-803 b	Transit	50.28638192	615.00	5919.00	Kepler
3258	Kepler-804	b	Kepler-804 b	Transit	14.37457351	648.00	5817.00	Kepler
3259	Kepler-804	c	Kepler-804 c	Transit	9.65185017	648.00	5817.00	Kepler
3260	Kepler-805	b	Kepler-805 b	Transit	30.86389310	657.00	6112.00	Kepler
3261	Kepler-806	b	Kepler-806 b	Transit	8.09219642	260.00	5770.00	Kepler
3262	Kepler-807	b	Kepler-807 b	Transit	117.93108781	1312.00	5965.00	Kepler
3263	Kepler-808	b	Kepler-808 b	Transit	0.63133235	321.00	4653.00	Kepler
3264	Kepler-809	b	Kepler-809 b	Transit	55.63934000	933.00	5734.00	Kepler
3265	Kepler-81	b	Kepler-81 b	Transit	5.95500000	366.00	4500.00	Kepler
3266	Kepler-81	c	Kepler-81 c	Transit	12.04000000	366.00	4500.00	Kepler
3267	Kepler-81	d	Kepler-81 d	Transit	20.83784600	366.00	4500.00	Kepler
3268	Kepler-810	b	Kepler-810 b	Transit	4.59725385	1554.00	5803.00	Kepler
3269	Kepler-811	b	Kepler-811 b	Transit	23.58447697	847.00	5747.00	Kepler
3270	Kepler-812	b	Kepler-812 b	Transit	10.11716531	1482.00	6761.00	Kepler
3271	Kepler-813	b	Kepler-813 b	Transit	19.12947337	840.00	5743.00	Kepler
3272	Kepler-814	b	Kepler-814 b	Transit	6.14698510	1327.00	6162.00	Kepler
3273	Kepler-815	b	Kepler-815 b	Transit	8.57503552	1199.00	5028.00	Kepler
3274	Kepler-816	b	Kepler-816 b	Transit	10.50682565	1059.00	5286.00	Kepler
3275	Kepler-817	b	Kepler-817 b	Transit	3.99010623	1401.00	5861.00	Kepler
3276	Kepler-818	b	Kepler-818 b	Transit	10.03538581	967.00	5638.00	Kepler
3277	Kepler-819	b	Kepler-819 b	Transit	33.19956480	722.00	5279.00	Kepler
3278	Kepler-82	b	Kepler-82 b	Transit	26.44400000	987.00	5428.00	Kepler
3279	Kepler-82	c	Kepler-82 c	Transit	51.53800000	987.00	5428.00	Kepler
3280	Kepler-82	d	Kepler-82 d	Transit	2.38296100	987.00	5428.00	Kepler
3281	Kepler-82	e	Kepler-82 e	Transit	5.90220600	987.00	5428.00	Kepler
3282	Kepler-820	b	Kepler-820 b	Transit	127.83380980	989.00	6260.00	Kepler
3283	Kepler-821	b	Kepler-821 b	Transit	1.92279873	619.00	5191.00	Kepler
3284	Kepler-822	b	Kepler-822 b	Transit	3.22296927	956.00	5928.00	Kepler
3285	Kepler-823	b	Kepler-823 b	Transit	4.16809082	896.00	5643.00	Kepler
3286	Kepler-824	b	Kepler-824 b	Transit	4.51436633	1352.00	6035.00	Kepler
3287	Kepler-825	b	Kepler-825 b	Transit	3.77360059	820.00	5976.00	Kepler
3288	Kepler-825	c	Kepler-825 c	Transit	8.18182460	820.00	5976.00	Kepler
3289	Kepler-826	b	Kepler-826 b	Transit	4.48758907	649.00	6079.00	Kepler
3290	Kepler-827	b	Kepler-827 b	Transit	51.92927591	1352.00	5602.00	Kepler
3291	Kepler-828	b	Kepler-828 b	Transit	0.56785714	625.00	5039.00	Kepler
3292	Kepler-829	b	Kepler-829 b	Transit	6.88337562	954.00	5698.00	Kepler
3293	Kepler-83	b	Kepler-83 b	Transit	9.77000000	365.00	4648.00	Kepler
3294	Kepler-83	c	Kepler-83 c	Transit	20.09000000	365.00	4648.00	Kepler
3295	Kepler-83	d	Kepler-83 d	Transit	5.16979600	365.00	4648.00	Kepler
3296	Kepler-830	b	Kepler-830 b	Transit	11.29695137	1122.00	6037.00	Kepler
3297	Kepler-831	b	Kepler-831 b	Transit	5.62153941	577.00	5732.00	Kepler
3298	Kepler-832	b	Kepler-832 b	Transit	7.13969410	1346.00	5596.00	Kepler
3299	Kepler-833	b	Kepler-833 b	Transit	18.75469980	421.00	4339.00	Kepler
3300	Kepler-834	b	Kepler-834 b	Transit	13.32388301	620.00	4554.00	Kepler
3301	Kepler-835	b	Kepler-835 b	Transit	11.41909375	2011.00	5954.00	Kepler
3302	Kepler-836	b	Kepler-836 b	Transit	11.36112327	1003.00	5895.00	Kepler
3303	Kepler-837	b	Kepler-837 b	Transit	16.56059504	846.00	5403.00	Kepler
3304	Kepler-838	b	Kepler-838 b	Transit	15.74957994	1210.00	5770.00	Kepler
3305	Kepler-839	b	Kepler-839 b	Transit	37.81445140	833.00	6058.00	Kepler
3306	Kepler-84	b	Kepler-84 b	Transit	8.72600000	1066.00	6031.00	Kepler
3307	Kepler-84	c	Kepler-84 c	Transit	12.88300000	1066.00	6031.00	Kepler
3308	Kepler-84	d	Kepler-84 d	Transit	4.22453700	1066.00	6031.00	Kepler
3309	Kepler-84	e	Kepler-84 e	Transit	27.43438900	1066.00	6031.00	Kepler
3310	Kepler-84	f	Kepler-84 f	Transit	44.55216900	1066.00	6031.00	Kepler
3311	Kepler-840	b	Kepler-840 b	Transit	2.49577962	778.00	5920.00	Kepler
3312	Kepler-841	b	Kepler-841 b	Transit	124.41983980	1052.00	5324.00	Kepler
3313	Kepler-842	b	Kepler-842 b	Transit	1.21956827	552.00	4848.00	Kepler
3314	Kepler-843	b	Kepler-843 b	Transit	2.05387982	1247.00	5830.00	Kepler
3315	Kepler-844	b	Kepler-844 b	Transit	2.61302086	394.00	4128.00	Kepler
3316	Kepler-845	b	Kepler-845 b	Transit	0.92785982	471.00	4913.00	Kepler
3317	Kepler-846	b	Kepler-846 b	Transit	19.80792185	1233.00	5579.00	Kepler
3318	Kepler-847	b	Kepler-847 b	Transit	2.34323190	529.00	4940.00	Kepler
3319	Kepler-848	b	Kepler-848 b	Transit	6.91134416	797.00	5695.00	Kepler
3320	Kepler-849	b	Kepler-849 b	Transit	394.62449040	747.00	6059.00	Kepler
3321	Kepler-85	b	Kepler-85 b	Transit	8.30600000	789.00	5436.00	Kepler
3322	Kepler-85	c	Kepler-85 c	Transit	12.51300000	789.00	5436.00	Kepler
3323	Kepler-85	d	Kepler-85 d	Transit	17.91323000	789.00	5436.00	Kepler
3324	Kepler-85	e	Kepler-85 e	Transit	25.21675100	789.00	5436.00	Kepler
3325	Kepler-850	b	Kepler-850 b	Transit	7.19303878	1535.00	5932.00	Kepler
3326	Kepler-851	b	Kepler-851 b	Transit	8.50699658	869.00	5455.00	Kepler
3327	Kepler-852	b	Kepler-852 b	Transit	44.93098040	854.00	6100.00	Kepler
3328	Kepler-853	b	Kepler-853 b	Transit	7.16892463	610.00	6350.00	Kepler
3329	Kepler-854	b	Kepler-854 b	Transit	2.14463285	741.00	6179.00	Kepler
3330	Kepler-855	b	Kepler-855 b	Transit	7.88663110	1043.00	5835.00	Kepler
3331	Kepler-856	b	Kepler-856 b	Transit	8.02768059	1175.00	5535.00	Kepler
3332	Kepler-857	b	Kepler-857 b	Transit	85.35129427	1039.00	5773.00	Kepler
3333	Kepler-858	b	Kepler-858 b	Transit	76.13602028	296.00	5653.00	Kepler
3334	Kepler-859	b	Kepler-859 b	Transit	20.38177573	915.00	5020.00	Kepler
3335	Kepler-860	b	Kepler-860 b	Transit	5.10137945	1295.00	5836.00	Kepler
3336	Kepler-861	b	Kepler-861 b	Transit	3.94963138	806.00	5047.00	Kepler
3337	Kepler-862	b	Kepler-862 b	Transit	3.14866453	806.00	5333.00	Kepler
3338	Kepler-863	b	Kepler-863 b	Transit	15.59461874	1145.00	5678.00	Kepler
3339	Kepler-864	b	Kepler-864 b	Transit	5.83376092	1573.00	5754.00	Kepler
3340	Kepler-865	b	Kepler-865 b	Transit	14.16399294	664.00	5570.00	Kepler
3341	Kepler-866	b	Kepler-866 b	Transit	2.61703254	690.00	4751.00	Kepler
3342	Kepler-867	b	Kepler-867 b	Transit	150.24212700	824.00	5541.00	Kepler
3343	Kepler-868	b	Kepler-868 b	Transit	5.03251791	1269.00	5614.00	Kepler
3344	Kepler-869	b	Kepler-869 b	Transit	40.42877550	957.00	5664.00	Kepler
3345	Kepler-87	b	Kepler-87 b	Transit	114.73635000	1525.00	5600.00	Kepler
3346	Kepler-87	c	Kepler-87 c	Transit	191.23180000	1525.00	5600.00	Kepler
3347	Kepler-870	b	Kepler-870 b	Transit	21.35876210	1231.00	5857.00	Kepler
3348	Kepler-871	b	Kepler-871 b	Transit	22.04590180	1695.00	5993.00	Kepler
3349	Kepler-872	b	Kepler-872 b	Transit	2.57885507	1114.00	5902.00	Kepler
3350	Kepler-873	b	Kepler-873 b	Transit	20.55338440	1397.00	6163.00	Kepler
3351	Kepler-874	b	Kepler-874 b	Transit	40.06867270	1072.00	6020.00	Kepler
3352	Kepler-875	b	Kepler-875 b	Transit	27.50737990	1244.00	5958.00	Kepler
3353	Kepler-876	b	Kepler-876 b	Transit	5.14438011	735.00	5060.00	Kepler
3354	Kepler-877	b	Kepler-877 b	Transit	18.45847097	572.00	5261.00	Kepler
3355	Kepler-878	b	Kepler-878 b	Transit	25.94220330	567.00	5044.00	Kepler
